Order_ID,Order_Date,Customer_ID,Category,Region,Sales,Quantity,Discount,Profit,Order_Month,Order_Weekday,Net_Sales,Profit_Margin
ORD-371,2024-04-29 14:20:06.603301,CUST-0186,Office Supplies,South,41.41,7,0.0,-12.57,2024-04,Monday,41.41,-0.3035498671818402
ORD-372,2023-04-03 09:23:19.299649,CUST-0246,Technology,North,349.99,1,0.1,91.38,2023-04,Monday,314.99100000000004,0.2901035267674314
ORD-373,2024-09-03 16:20:24.612306,CUST-0125,Office Supplies,West,124.79,8,0.0,17.14,2024-09,Tuesday,124.79,0.1373507492587547
ORD-375,2024-01-23 02:14:42.441220,CUST-0131,Office Supplies,North,302.57,7,0.1,6.98,2024-01,Tuesday,272.313,0.025632268749563925
ORD-376,2024-03-08 00:15:50.875437,CUST-0237,Technology,East,195.52,12,0.3,63.98,2024-03,Friday,136.864,0.4674713584288052
ORD-377,2024-01-06 07:05:00.750375,CUST-0018,Office Supplies,West,482.51,3,0.2,90.86,2024-01,Saturday,386.00800000000004,0.2353837226171478
ORD-379,2024-04-03 16:03:50.515257,CUST-0021,Office Supplies,West,88.14,3,0.0,-65.88,2024-04,Wednesday,88.14,-0.7474472430224642
ORD-380,2024-02-14 17:38:12.546273,CUST-0225,Furniture,East,167.21,10,0.0,68.13,2024-02,Wednesday,167.21,0.40745170743376585
ORD-381,2024-09-06 05:41:27.043521,CUST-0282,Technology,North,400.34,9,0.0,21.47,2024-09,Friday,400.34,0.053629414997252337
ORD-382,2023-10-25 14:58:17.348674,CUST-0008,Office Supplies,South,211.25,13,0.2,-36.15,2023-10,Wednesday,169.0,-0.213905325443787
ORD-383,2023-03-17 14:13:37.608804,CUST-0100,Furniture,East,226.22,2,0.0,50.78,2023-03,Friday,226.22,0.22447175316064008
ORD-384,2024-02-26 10:05:49.374687,CUST-0240,Technology,West,76.85,14,0.0,98.03,2024-02,Monday,76.85,1.2756018217306442
ORD-385,2023-05-28 04:02:45.682841,CUST-0087,Furniture,East,179.94,4,0.1,30.4,2023-05,Sunday,161.946,0.18771689328541613
ORD-386,2023-02-25 03:25:18.159079,CUST-0298,Furniture,North,141.52,6,0.1,85.4,2023-02,Saturday,127.36800000000001,0.6704980842911877
ORD-387,2023-01-20 08:30:44.122061,CUST-0014,Technology,West,94.1,14,0.2,57.74,2023-01,Friday,75.28,0.7670031880977684
ORD-388,2024-02-22 09:41:19.839919,CUST-0002,Office Supplies,West,253.32,3,0.1,58.52,2024-02,Thursday,227.988,0.2566801761496219
ORD-389,2024-09-11 08:23:31.905952,CUST-0293,Furniture,South,227.21,12,0.1,11.67,2024-09,Wednesday,204.489,0.057069084400627905
ORD-390,2024-12-10 13:11:40.550275,CUST-0041,Technology,West,385.75,10,0.1,79.12,2024-12,Tuesday,347.175,0.22789659393677542
ORD-391,2023-08-17 23:16:03.481740,CUST-0111,Furniture,North,185.61,14,0.3,84.85,2023-08,Thursday,129.927,0.6530590254527542
ORD-392,2023-08-02 23:55:40.670335,CUST-0014,Office Supplies,West,188.5,10,0.0,77.56,2023-08,Wednesday,188.5,0.4114588859416446
ORD-393,2024-08-24 19:42:06.663331,CUST-0231,Office Supplies,West,280.75,7,0.0,11.17,2024-08,Saturday,280.75,0.03978628673196794
ORD-394,2024-12-28 01:53:05.792896,CUST-0084,Furniture,North,332.95,7,0.0,89.1,2024-12,Saturday,332.95,0.26760774891124794
ORD-395,2024-06-10 23:00:12.606303,CUST-0130,Technology,East,431.96,5,0.0,53.18,2024-06,Monday,431.96,0.12311325122696547
ORD-396,2024-06-11 16:31:56.158079,CUST-0231,Office Supplies,West,64.72,3,0.3,-28.34,2024-06,Tuesday,45.303999999999995,-0.6255518276531874
ORD-397,2023-02-07 14:43:52.916458,CUST-0145,Office Supplies,East,157.44,2,0.0,7.11,2023-02,Tuesday,157.44,0.04516006097560976
ORD-398,2024-11-15 17:12:59.789894,CUST-0028,Technology,North,442.85,4,0.0,-1.82,2024-11,Friday,442.85,-0.004109743705543637
ORD-399,2023-04-03 09:23:19.299649,CUST-0066,Office Supplies,South,201.33,14,0.0,-89.27,2023-04,Monday,201.33,-0.44340138081756314
ORD-400,2024-04-01 11:28:39.859929,CUST-0163,Furniture,Unknown,255.76,13,0.3,90.2,2024-04,Monday,179.03199999999998,0.503820546047634
ORD-401,2024-02-19 11:34:25.632816,CUST-0229,Office Supplies,West,79.82,4,0.2,216.07,2024-02,Monday,63.855999999999995,3.383707090954648
ORD-402,2023-07-05 21:04:13.926963,CUST-0261,Office Supplies,East,89.25,11,0.1,102.5,2023-07,Wednesday,80.325,1.2760659819483349
ORD-403,2024-06-30 07:30:56.728364,CUST-0164,Office Supplies,West,523.49,8,0.2,39.77,2024-06,Sunday,418.79200000000003,0.09496360962005004
ORD-404,2023-02-05 18:54:34.037018,CUST-0287,Furniture,South,623.44125,8,0.0,-0.95,2023-02,Sunday,623.44125,-0.0015238003580930841
ORD-405,2023-02-25 12:11:09.934967,CUST-0010,Furniture,East,102.68,13,0.1,-25.51,2023-02,Saturday,92.412,-0.27604640090031596
ORD-406,2024-11-19 00:05:45.772886,CUST-0195,Office Supplies,South,128.43,5,0.0,39.04,2024-11,Tuesday,128.43,0.3039788211477069
ORD-407,2023-11-30 09:52:51.385692,CUST-0118,Technology,West,566.36,13,0.1,88.1,2023-11,Thursday,509.72400000000005,0.17283863424127566
ORD-408,2024-12-01 18:50:57.928964,CUST-0270,Furniture,Unknown,281.72,6,0.2,-10.47,2024-12,Sunday,225.37600000000003,-0.04645570069572625
ORD-409,2023-11-17 06:21:47.453726,CUST-0080,Office Supplies,South,80.57,8,0.0,183.86,2023-11,Friday,80.57,2.2819908154399906
ORD-410,2023-05-04 01:35:48.474237,CUST-0093,Technology,South,236.67,1,0.3,-53.04,2023-05,Thursday,165.66899999999998,-0.32015645654890174
ORD-411,2024-09-23 09:37:00.510255,CUST-0266,Furniture,West,158.83,5,0.0,43.47,2024-09,Monday,158.83,0.27368884971353014
ORD-412,2023-10-27 19:33:28.004002,CUST-0257,Office Supplies,East,284.71,4,0.1,34.22,2023-10,Friday,256.239,0.1335471961723235
ORD-413,2024-03-09 02:33:26.203101,CUST-0133,Technology,West,210.0,4,0.0,30.4,2024-03,Saturday,210.0,0.14476190476190476
ORD-414,2024-09-28 12:19:05.372686,CUST-0276,Technology,West,133.24,11,0.2,-4.13,2024-09,Saturday,106.59200000000001,-0.03874587211047733
ORD-415,2023-12-16 02:44:57.748874,CUST-0264,Technology,East,150.06,2,0.1,34.95,2023-12,Saturday,135.054,0.2587853747389933
ORD-417,2023-02-28 10:18:04.142071,CUST-0001,Furniture,West,35.41,1,0.0,107.27,2023-02,Tuesday,35.41,3.029370234397063
ORD-418,2024-08-08 09:18:16.748374,CUST-0064,Office Supplies,North,134.02,14,0.0,127.25,2024-08,Thursday,134.02,0.9494851514699297
ORD-419,2023-10-20 03:30:20.710355,CUST-0284,Furniture,North,276.34,6,0.1,6.69,2023-10,Friday,248.706,0.026899230416636513
ORD-420,2023-05-25 23:27:35.027513,CUST-0121,Furniture,East,99.69,7,0.1,-68.7,2023-05,Thursday,89.721,-0.7657070251111779
ORD-421,2024-04-19 17:41:48.654327,CUST-0107,Technology,Unknown,181.21,5,0.0,49.06,2024-04,Friday,181.21,0.2707356106175156
ORD-422,2023-10-25 14:58:17.348674,CUST-0175,Office Supplies,East,120.44,8,0.0,46.9,2023-10,Wednesday,120.44,0.38940551311856525
ORD-423,2024-12-09 02:08:13.446723,CUST-0204,Office Supplies,West,339.3,9,0.0,36.31,2024-12,Monday,339.3,0.10701444149720012
ORD-424,2024-07-11 15:12:41.780890,CUST-0165,Office Supplies,West,218.64,11,0.1,61.98,2024-07,Thursday,196.77599999999998,0.3149774362727162
ORD-425,2024-12-01 18:50:57.928964,CUST-0120,Technology,South,153.26,11,0.3,112.89,2024-12,Sunday,107.28199999999998,1.0522734475494493
ORD-426,2024-05-31 17:36:02.881440,CUST-0044,Furniture,East,623.44125,2,0.2,79.98,2024-05,Friday,498.753,0.16035993768458537
ORD-427,2024-02-27 21:09:16.478239,CUST-0156,Furniture,West,183.05,11,0.1,61.89,2024-02,Tuesday,164.745,0.37567149230629154
ORD-428,2024-03-20 19:01:03.031515,CUST-0207,Furniture,North,278.29,13,0.0,75.23,2024-03,Wednesday,278.29,0.2703295123791728
ORD-429,2023-05-27 01:45:10.355177,CUST-0108,Furniture,East,331.34,4,0.0,45.09,2023-05,Saturday,331.34,0.13608378101044247
ORD-430,2023-08-22 08:26:24.792396,CUST-0251,Furniture,North,623.44125,11,0.0,-26.73,2023-08,Tuesday,623.44125,-0.042874930075608574
ORD-431,2024-01-21 15:11:15.337668,CUST-0130,Technology,South,284.16,9,0.1,117.03,2024-01,Sunday,255.74400000000003,0.4576060435435435
ORD-432,2023-09-08 21:07:50.035017,CUST-0293,Technology,Unknown,87.58,5,0.0,36.16,2023-09,Friday,87.58,0.41287965288878736
ORD-433,2023-06-17 14:51:05.132566,CUST-0020,Office Supplies,East,121.15,3,0.1,-26.76,2023-06,Saturday,109.03500000000001,-0.2454257807126152
ORD-434,2023-12-15 09:13:14.197098,CUST-0282,Office Supplies,East,188.96,6,0.0,-37.68,2023-12,Friday,188.96,-0.1994072819644369
ORD-435,2024-11-27 00:54:44.842421,CUST-0285,Furniture,West,176.97,3,0.2,-25.07,2024-11,Wednesday,141.576,-0.17707803582528114
ORD-436,2023-06-21 06:29:42.891445,CUST-0001,Office Supplies,West,76.64,14,0.2,-43.96,2023-06,Wednesday,61.312000000000005,-0.7169885177453027
ORD-437,2024-05-25 12:36:22.691345,CUST-0119,Technology,East,623.44125,5,0.2,70.13,2024-05,Saturday,498.753,0.14061068304351051
ORD-438,2024-01-17 14:46:45.802901,CUST-0035,Furniture,East,353.08,3,0.0,19.49,2024-01,Wednesday,353.08,0.055199954684490765
ORD-439,2023-10-01 12:31:20.140070,CUST-0198,Furniture,South,450.08,6,0.0,76.56,2023-10,Sunday,450.08,0.17010309278350516
ORD-440,2024-09-10 06:05:56.578289,CUST-0245,Office Supplies,South,623.44125,12,0.3,100.17,2024-09,Tuesday,436.40887499999997,0.2295324539401267
ORD-441,2023-01-14 12:16:55.707853,CUST-0059,Office Supplies,East,326.01,10,0.2,84.65,2023-01,Saturday,260.808,0.3245682647771541
ORD-442,2023-03-25 15:02:36.678339,CUST-0161,Technology,West,219.37,5,0.1,68.04,2023-03,Saturday,197.43300000000002,0.34462323927610883
ORD-443,2024-05-21 20:57:44.932466,CUST-0179,Furniture,West,525.88,14,0.0,47.25,2024-05,Tuesday,525.88,0.08984939529930783
ORD-444,2023-07-25 05:34:58.049024,CUST-0206,Office Supplies,East,222.87,9,0.1,18.58,2023-07,Tuesday,200.583,0.09262998359781237
ORD-445,2023-06-09 14:02:06.063031,CUST-0012,Office Supplies,North,145.9,3,0.0,22.58,2023-06,Friday,145.9,0.15476353666895132
ORD-446,2024-10-18 23:07:24.822411,CUST-0276,Office Supplies,North,19.98,6,0.0,65.06,2024-10,Friday,19.98,3.2562562562562563
ORD-447,2024-04-21 22:16:59.309654,CUST-0181,Furniture,South,329.78,8,0.0,-27.68,2024-04,Sunday,329.78,-0.08393474437503791
ORD-448,2023-01-10 11:52:26.173086,CUST-0242,Office Supplies,North,488.45,7,0.1,26.77,2023-01,Tuesday,439.605,0.06089557671091093
ORD-449,2023-03-24 03:59:09.574787,CUST-0216,Office Supplies,North,230.06,6,0.0,-14.57,2023-03,Friday,230.06,-0.06333130487698861
ORD-450,2024-04-19 17:41:48.654327,CUST-0251,Office Supplies,North,309.01,14,0.0,100.38,2024-04,Friday,309.01,0.32484385618588396
ORD-451,2023-10-19 01:12:45.382691,CUST-0299,Technology,West,81.22,2,0.2,73.02,2023-10,Thursday,64.976,1.1237995567594188
ORD-452,2024-08-18 23:28:18.249124,CUST-0126,Office Supplies,North,78.43,7,0.1,158.25,2024-08,Sunday,70.587,2.2419142334990863
ORD-453,2023-04-14 08:19:12.576288,CUST-0217,Office Supplies,West,623.44125,8,0.1,-15.46,2023-04,Friday,561.097125,-0.027553162030548636
ORD-455,2023-12-17 05:02:33.076538,CUST-0185,Technology,East,218.74,9,0.0,33.45,2023-12,Sunday,218.74,0.15292127640120692
ORD-456,2024-07-03 05:37:50.935467,CUST-0039,Furniture,West,202.91,4,0.0,-13.53,2024-07,Wednesday,202.91,-0.06667980878221871
ORD-457,2023-06-15 01:30:02.701350,CUST-0223,Office Supplies,South,82.94,8,0.0,62.26,2023-06,Thursday,82.94,0.7506631299734748
ORD-458,2024-01-08 02:54:19.629814,CUST-0184,Technology,East,301.63,10,0.1,26.94,2024-01,Monday,271.467,0.09923858148504239
ORD-459,2024-11-07 07:38:08.944472,CUST-0178,Office Supplies,West,203.67,7,0.0,0.69,2024-11,Thursday,203.67,0.0033878332596847843
ORD-460,2023-10-25 14:58:17.348674,CUST-0294,Office Supplies,West,128.31,14,0.1,95.26,2023-10,Wednesday,115.479,0.824911888741676
ORD-461,2023-08-29 06:57:48.534267,CUST-0151,Office Supplies,North,454.96,13,0.1,-80.98,2023-08,Tuesday,409.464,-0.19777074419240764
ORD-462,2024-07-16 00:23:03.091545,CUST-0126,Office Supplies,East,203.57,10,0.0,62.53,2024-07,Tuesday,203.57,0.30716706783907255
ORD-463,2023-07-19 09:21:09.634817,CUST-0234,Technology,South,145.56,7,0.3,-3.07,2023-07,Wednesday,101.892,-0.03012994150669336
ORD-464,2024-03-19 16:43:27.703851,CUST-0008,Furniture,South,623.44125,2,0.0,79.01,2024-03,Tuesday,623.44125,0.1267320697820364
ORD-465,2024-01-27 11:25:03.751875,CUST-0129,Furniture,North,202.91,1,0.0,93.38,2024-01,Saturday,202.91,0.46020403134394555
ORD-466,2024-07-14 13:19:35.987994,CUST-0264,Technology,North,462.59,4,0.3,-106.58,2024-07,Sunday,323.813,-0.3291405842260811
ORD-467,2023-01-06 20:13:48.414207,CUST-0157,Office Supplies,East,280.63,12,0.0,17.3,2023-01,Friday,280.63,0.06164700851655205
ORD-468,2024-03-12 09:26:12.186093,CUST-0005,Furniture,West,221.46,2,0.1,33.49,2024-03,Tuesday,199.31400000000002,0.16802633031297348
ORD-469,2024-03-29 22:07:37.428714,CUST-0086,Furniture,South,432.53,8,0.2,-111.47,2024-03,Friday,346.024,-0.32214528472013504
ORD-470,2023-02-27 08:00:28.814407,CUST-0175,Office Supplies,East,229.47,10,0.0,43.67,2023-02,Monday,229.47,0.19030810127685538
ORD-471,2023-06-23 19:50:45.322661,CUST-0290,Furniture,West,21.47,7,0.1,-1.68,2023-06,Friday,19.323,-0.08694302126998912
ORD-472,2024-01-26 09:07:28.424212,CUST-0193,Furniture,North,66.31,8,0.0,-42.34,2024-01,Friday,66.31,-0.6385160609259539
ORD-473,2024-05-24 19:04:39.139569,CUST-0119,Office Supplies,East,623.44125,11,0.0,-9.03,2024-05,Friday,623.44125,-0.014484123403768999
ORD-474,2023-07-08 19:11:08.134067,CUST-0218,Office Supplies,South,261.56,6,0.0,-19.4,2023-07,Saturday,261.56,-0.07417036244074017
ORD-475,2023-02-05 18:54:34.037018,CUST-0114,Technology,East,184.05,1,0.0,-4.25,2023-02,Sunday,184.05,-0.02309155120891062
ORD-476,2024-11-30 07:47:30.825412,CUST-0145,Office Supplies,South,459.78,14,0.0,41.11,2024-11,Saturday,459.78,0.08941232763495585
ORD-477,2024-10-07 15:25:39.769884,CUST-0026,Technology,West,116.62,13,0.1,88.87,2024-10,Monday,104.95800000000001,0.8467196402370472
ORD-478,2024-01-23 02:14:42.441220,CUST-0136,Office Supplies,North,268.22,13,0.3,25.33,2024-01,Tuesday,187.75400000000002,0.13491057447511104
ORD-479,2023-04-12 21:15:45.472736,CUST-0232,Technology,West,285.39,12,0.0,96.17,2023-04,Wednesday,285.39,0.3369774694278006
ORD-480,2024-05-16 00:43:56.518259,CUST-0076,Furniture,West,149.11,9,0.0,-32.76,2024-05,Thursday,149.11,-0.21970357454228417
ORD-481,2023-07-01 03:08:00.840420,CUST-0289,Technology,South,253.92,6,0.3,39.17,2023-07,Saturday,177.74399999999997,0.2203731208929697
ORD-482,2023-04-20 22:04:44.542271,CUST-0001,Office Supplies,West,96.07,12,0.0,156.4,2023-04,Thursday,96.07,1.627979598209639
ORD-483,2023-03-07 17:35:19.659829,CUST-0147,Technology,West,71.71,13,0.0,-65.43,2023-03,Tuesday,71.71,-0.9124250453214338
ORD-484,2023-08-10 07:12:56.188094,CUST-0287,Furniture,West,205.92,10,0.2,-67.73,2023-08,Thursday,164.736,-0.4111426767676768
ORD-485,2024-02-14 17:38:12.546273,CUST-0142,Office Supplies,North,350.64,1,0.1,106.8,2024-02,Wednesday,315.576,0.33842877785382913
ORD-486,2023-09-13 06:18:11.345672,CUST-0053,Office Supplies,West,256.88,1,0.3,43.23,2023-09,Wednesday,179.81599999999997,0.24041242158651066
ORD-487,2023-12-29 06:16:01.680840,CUST-0069,Office Supplies,South,206.35,8,0.0,-6.09,2023-12,Friday,206.35,-0.029512963411679187
ORD-488,2024-02-20 22:37:52.736368,CUST-0090,Furniture,West,161.95,6,0.0,-37.78,2024-02,Tuesday,161.95,-0.2332818771225687
ORD-489,2023-03-11 09:13:57.418709,CUST-0220,Technology,West,159.27,8,0.0,27.84,2023-03,Saturday,159.27,0.17479751365605575
ORD-490,2023-04-03 00:37:27.523761,CUST-0192,Technology,North,59.79,8,0.0,38.01,2023-04,Monday,59.79,0.635725037631711
ORD-491,2023-12-24 21:05:40.370185,CUST-0063,Office Supplies,North,496.56,11,0.0,38.31,2023-12,Sunday,496.56,0.07715079748670856
ORD-492,2023-12-05 12:34:56.248124,CUST-0073,Technology,South,286.81,14,0.0,-38.37,2023-12,Tuesday,286.81,-0.13378194623618422
ORD-493,2024-03-08 09:01:42.651325,CUST-0161,Office Supplies,Unknown,390.49,8,0.1,9.78,2024-03,Friday,351.44100000000003,0.027828284121659108
ORD-494,2024-04-12 01:38:41.360680,CUST-0169,Technology,West,248.19,10,0.1,-4.08,2024-04,Friday,223.371,-0.018265576104328673
ORD-495,2024-05-06 12:51:30.345172,CUST-0089,Office Supplies,East,127.47,7,0.1,68.79,2024-05,Monday,114.723,0.5996182108208468
ORD-496,2023-02-16 09:04:35.537768,CUST-0176,Furniture,East,56.16,7,0.2,-34.83,2023-02,Thursday,44.928,-0.7752403846153846
ORD-497,2023-01-07 04:59:40.190095,CUST-0269,Technology,North,204.4,10,0.3,34.56,2023-01,Saturday,143.07999999999998,0.2415431926195136
ORD-498,2024-10-25 04:07:05.012506,CUST-0073,Technology,South,89.53,4,0.0,188.05,2024-10,Friday,89.53,2.1004132692952084
ORD-499,2024-10-03 23:47:02.011005,CUST-0245,Technology,East,107.29,9,0.0,-38.92,2024-10,Thursday,107.29,-0.3627551495945568
ORD-501,2023-07-27 18:56:00.480240,CUST-0159,Technology,East,461.41,2,0.3,24.37,2023-07,Thursday,322.987,0.07545195317458597
ORD-502,2024-05-06 12:51:30.345172,CUST-0098,Technology,South,245.21,11,0.1,-146.54,2024-05,Monday,220.68900000000002,-0.6640113462836842
ORD-503,2024-11-23 00:30:15.307653,CUST-0102,Furniture,West,202.91,9,0.0,-55.61,2024-11,Saturday,202.91,-0.27406239219358336
ORD-504,2023-09-08 03:36:06.483241,CUST-0132,Technology,West,46.93,10,0.2,48.64,2023-09,Friday,37.544000000000004,1.2955465587044532
ORD-505,2024-10-24 19:21:13.236618,CUST-0102,Office Supplies,West,31.99,3,0.0,19.46,2024-10,Thursday,31.99,0.6083150984682714
ORD-506,2023-08-17 05:44:19.929964,CUST-0019,Furniture,South,329.24,14,0.3,93.28,2023-08,Thursday,230.468,0.40474165610844026
ORD-507,2024-04-23 18:06:18.189094,CUST-0082,Furniture,North,342.67,13,0.1,15.71,2024-04,Tuesday,308.403,0.05093984170063196
ORD-508,2024-12-18 22:46:31.395697,CUST-0279,Technology,North,72.12,2,0.0,10.43,2024-12,Wednesday,72.12,0.14462007764836382
ORD-509,2023-11-08 12:01:04.832416,CUST-0129,Furniture,East,79.65,13,0.0,-12.17,2023-11,Wednesday,79.65,-0.1527934714375392
ORD-510,2024-09-07 16:44:54.147073,CUST-0089,Technology,West,303.95,4,0.2,9.43,2024-09,Saturday,243.16,0.03878104951472282
ORD-511,2023-12-17 22:34:16.628314,CUST-0213,Technology,North,410.17,5,0.0,-42.7,2023-12,Sunday,410.17,-0.10410317673159909
ORD-512,2024-08-29 22:24:11.525762,CUST-0143,Technology,Unknown,389.99,2,0.0,21.15,2024-08,Thursday,389.99,0.0542321597989692
ORD-513,2023-02-26 05:42:53.486743,CUST-0065,Office Supplies,East,561.82,13,0.0,-28.28,2023-02,Sunday,561.82,-0.05033640667829554
ORD-514,2023-06-28 13:46:58.409204,CUST-0076,Furniture,East,623.44125,1,0.1,-42.65,2023-06,Wednesday,561.097125,-0.07601179564054975
ORD-516,2023-10-14 07:16:32.296148,CUST-0143,Furniture,West,69.95,11,0.2,57.07,2023-10,Saturday,55.96000000000001,1.0198355968548962
ORD-517,2024-02-16 13:27:31.425712,CUST-0093,Office Supplies,South,70.85,5,0.1,38.54,2024-02,Friday,63.76499999999999,0.6044068062416686
ORD-518,2024-12-13 20:04:26.533266,CUST-0224,Office Supplies,East,102.94,9,0.1,70.06,2024-12,Friday,92.646,0.7562118170239406
ORD-519,2024-06-01 02:21:54.657328,CUST-0291,Office Supplies,West,240.26,12,0.0,-25.39,2024-06,Saturday,240.26,-0.105677183051694
ORD-520,2024-10-31 17:52:36.978489,CUST-0102,Furniture,West,190.45,12,0.1,29.21,2024-10,Thursday,171.405,0.1704150987427438
ORD-521,2023-03-31 11:16:25.092546,CUST-0267,Office Supplies,East,128.86,5,0.0,132.11,2023-03,Friday,128.86,1.0252211702623002
ORD-522,2024-03-13 20:29:39.289644,CUST-0110,Office Supplies,West,213.31,12,0.3,113.85,2024-03,Wednesday,149.31699999999998,0.7624717882089783
ORD-523,2024-01-23 19:46:25.992996,CUST-0265,Furniture,East,120.64,11,0.0,-46.48,2024-01,Tuesday,120.64,-0.38527851458885937
ORD-524,2024-07-01 18:34:23.831915,CUST-0003,Office Supplies,West,313.77,10,0.2,-30.5,2024-07,Monday,251.016,-0.12150619880804411
ORD-525,2024-09-14 15:16:17.888944,CUST-0085,Technology,North,426.39,9,0.0,131.85,2024-09,Saturday,426.39,0.3092239499050165
ORD-526,2023-10-04 19:24:06.123061,CUST-0282,Furniture,West,202.91,14,0.1,57.09,2023-10,Wednesday,182.619,0.31261807369441297
ORD-527,2023-07-16 02:28:23.651825,CUST-0117,Office Supplies,East,131.87,13,0.0,18.56,2023-07,Sunday,131.87,0.1407446727838022
ORD-528,2024-11-21 04:40:56.428214,CUST-0221,Furniture,South,283.82,12,0.0,11.86,2024-11,Thursday,283.82,0.04178704812909591
ORD-529,2024-11-03 07:13:39.409704,CUST-0154,Furniture,North,317.29,10,0.0,43.65,2024-11,Sunday,317.29,0.13757130700620882
ORD-530,2023-12-02 23:13:53.816908,CUST-0153,Office Supplies,North,224.8,6,0.2,44.4,2023-12,Saturday,179.84000000000003,0.24688612099644122
ORD-531,2023-05-29 15:06:12.786393,CUST-0012,Furniture,East,76.29,3,0.0,-1.99,2023-05,Monday,76.29,-0.026084676890811374
ORD-532,2023-07-11 08:32:10.565282,CUST-0133,Technology,East,195.52,4,0.2,20.21,2023-07,Tuesday,156.41600000000003,0.12920673076923075
ORD-533,2023-10-30 00:08:38.659329,CUST-0293,Furniture,East,280.79,4,0.1,-4.09,2023-10,Monday,252.711,-0.016184495332613142
ORD-534,2024-07-12 08:44:25.332666,CUST-0300,Office Supplies,East,455.76,1,0.1,40.12,2024-07,Friday,410.184,0.09780976342324418
ORD-535,2023-11-26 09:28:21.850925,CUST-0228,Technology,West,173.88,3,0.1,-14.25,2023-11,Sunday,156.492,-0.09105896787056209
ORD-536,2024-11-05 20:34:41.840920,CUST-0271,Office Supplies,South,24.34,3,0.0,-46.06,2024-11,Tuesday,24.34,-1.8923582580115037
ORD-537,2023-01-13 18:45:12.156078,CUST-0043,Office Supplies,West,400.52,13,0.0,118.52,2023-01,Friday,400.52,0.29591531009687405
ORD-538,2023-09-07 18:50:14.707353,CUST-0021,Technology,West,60.19,14,0.0,25.83,2023-09,Thursday,60.19,0.4291410533311181
ORD-539,2023-01-07 22:31:23.741870,CUST-0107,Furniture,North,232.85,1,0.0,131.82,2023-01,Saturday,232.85,0.5661155250161047
ORD-540,2023-04-27 20:36:08.284142,CUST-0117,Technology,East,343.82,13,0.0,-85.94,2023-04,Thursday,343.82,-0.24995637252050493
ORD-541,2024-10-18 23:07:24.822411,CUST-0124,Furniture,North,53.44,9,0.3,-56.97,2024-10,Friday,37.407999999999994,-1.5229362703165101
ORD-542,2023-07-06 14:35:57.478739,CUST-0281,Office Supplies,North,335.82,11,0.0,58.01,2023-07,Thursday,335.82,0.17274134953248765
ORD-543,2023-05-26 16:59:18.579289,CUST-0292,Furniture,South,90.83,1,0.2,25.88,2023-05,Friday,72.664,0.35615985907739733
ORD-544,2023-08-27 11:08:29.654827,CUST-0203,Technology,Unknown,416.68,9,0.0,-39.46,2023-08,Sunday,416.68,-0.0947009695689738
ORD-545,2023-12-21 14:12:54.387193,CUST-0051,Technology,East,169.42,1,0.0,98.19,2023-12,Thursday,169.42,0.5795655766733562
ORD-546,2024-11-27 00:54:44.842421,CUST-0271,Technology,West,93.22,2,0.1,-22.19,2024-11,Wednesday,83.898,-0.26448783046079766
ORD-547,2023-06-21 15:15:34.667333,CUST-0277,Office Supplies,South,245.27,2,0.0,101.91,2023-06,Wednesday,245.27,0.41550128429893585
ORD-548,2024-03-01 19:16:10.685342,CUST-0141,Office Supplies,South,116.49,14,0.0,25.77,2024-03,Friday,116.49,0.2212207056399691
ORD-549,2024-02-12 04:17:10.115057,CUST-0275,Furniture,West,153.43,6,0.0,-34.2,2024-02,Monday,153.43,-0.22290295248647593
ORD-550,2024-05-17 20:33:15.397698,CUST-0290,Office Supplies,South,426.05,7,0.2,-10.12,2024-05,Friday,340.84000000000003,-0.029691350780424827
ORD-551,2023-11-01 04:43:49.314657,CUST-0052,Technology,East,385.13,11,0.0,112.33,2023-11,Wednesday,385.13,0.2916677485524368
ORD-552,2024-10-27 17:28:07.443721,CUST-0027,Office Supplies,South,118.29,1,0.0,12.14,2024-10,Sunday,118.29,0.10262913179474173
ORD-553,2023-09-23 02:56:29.294647,CUST-0157,Furniture,East,114.19,3,0.1,88.34,2023-09,Saturday,102.771,0.8595810102071596
ORD-554,2024-12-24 19:00:19.809904,CUST-0239,Furniture,North,102.34,2,0.1,114.03,2024-12,Tuesday,92.10600000000001,1.2380300957592338
ORD-555,2023-11-08 12:01:04.832416,CUST-0156,Office Supplies,South,576.88,8,0.0,25.17,2023-11,Wednesday,576.88,0.04363125780058245
ORD-556,2023-01-19 06:13:08.794397,CUST-0291,Technology,East,156.38,9,0.0,16.61,2023-01,Thursday,156.38,0.10621562859700728
ORD-557,2024-09-08 10:16:37.698849,CUST-0136,Furniture,West,311.19,13,0.2,5.7,2024-09,Sunday,248.952,0.022895979947941774
ORD-558,2024-09-20 11:30:06.303151,CUST-0144,Furniture,West,293.6,2,0.0,51.13,2024-09,Friday,293.6,0.17414850136239782
ORD-559,2023-07-29 14:45:19.359679,CUST-0106,Furniture,South,460.81,2,0.0,120.36,2023-07,Saturday,460.81,0.2611922484321087
ORD-560,2024-03-18 23:11:44.152076,CUST-0158,Office Supplies,South,130.37,10,0.2,-43.62,2024-03,Monday,104.296,-0.4182327222520518
ORD-561,2024-02-24 05:30:38.719359,CUST-0146,Office Supplies,North,106.76,9,0.0,43.15,2024-02,Saturday,106.76,0.40417759460472086
