Order_ID,Order_Date,Customer_ID,Category,Region,Sales,Quantity,Discount,Profit
ORD-276,2024-04-16 10:49:02.671335,CUST-0214,Furniture,North,381.53,12,0.1,126.6
ORD-277,2024-07-13 19:47:52.436218,CUST-0179,Office Supplies,East,47.97,3,0.0,-25.41
ORD-278,2024-10-30 06:49:09.874937,CUST-0088,TECH,East,958.58,7,0.0,10.62
ORD-279,2024-05-29 13:00:52.226113,CUST-0041,Furniture,North,222.18,7,0.0,71.17
ORD-280,2024-05-29 21:46:44.002001,CUST-0076,Office Supplies,East,127.92,4,0.2,56.87
ORD-281,2024-02-19 20:20:17.408704,CUST-0046,TECH,West,169.33,13,0.2,-51.58
ORD-282,2024-08-20 10:31:45.352676,CUST-0160,Office Supplies,West,240.82,7,0.1,39.89
ORD-283,2024-08-24 19:42:06.663331,CUST-0080,Furniture,East,15.81,5,0.2,10.04
ORD-284,2023-12-14 06:55:38.869434,CUST-0086,Office Supplies,East,,1,0.1,-28.12
ORD-285,2024-02-08 03:52:40.580290,CUST-0092,Furniture,West,340.48,10,,111.4
ORD-286,2023-09-12 21:32:19.569784,CUST-0148,Office Supplies,West,80.61,4,0.0,30.33
ORD-287,2023-02-10 21:36:38.899449,CUST-0161,Furniture,East,732.01,7,0.1,88.98
ORD-288,2023-01-01 08:45:51.775887,CUST-0202,Technology,North,228.89,13,0.1,-40.4
ORD-289,2023-08-23 01:58:08.344172,CUST-0242,Office Supplies,South,69.24,2,0.0,65.34
ORD-290,2023-03-21 23:23:58.919459,CUST-0002,Technology,East,83.74,2,0.2,93.7
ORD-291,2024-08-03 06:36:11.885942,CUST-0225,Technology,South,328.7,1,0.0,15.47
ORD-292,2023-11-08 20:46:56.608304,CUST-0289,Office Supplies,West,265.03,2,0.0,0.17
ORD-293,2024-10-04 08:32:53.786893,CUST-0233,Technology,West,259.79,10,0.0,-48.26
ORD-294,2024-03-31 17:56:56.308154,CUST-0077,Furniture,South,,14,0.0,-22.08
ORD-295,2023-05-21 05:31:21.940970,CUST-0116,Office Supplies,North,225.85,8,0.1,2.84
ORD-296,2024-06-04 18:00:32.416208,CUST-0154,Furniture,South,281.9,11,0.1,-28.55
ORD-297,2024-08-29 13:38:19.749874,CUST-0103,TECH,East,311.57,8,0.2,-16.08
ORD-298,2024-02-26 01:19:57.598799,CUST-0194,Furniture,East,219.27,8,0.2,39.49
ORD-299,2024-01-28 22:28:30.855427,CUST-0166,Office Supplies,South,185.84,1,0.0,46.67
ORD-300,2024-09-15 08:48:01.440720,CUST-0090,Technology,West,89.32,1,0.1,95.45
ORD-301,2023-09-24 05:14:04.622311,CUST-0174,Office Supplies,West,199.04,12,0.3,-15.71
ORD-302,2024-09-10 23:37:40.130065,CUST-0122,Furniture,North,188.35,10,0.0,31.39
ORD-303,2024-09-24 20:40:27.613806,CUST-0143,Office Supplies,South,232.07,4,0.1,4.94
ORD-304,2024-06-09 11:56:45.502751,CUST-0106,Technology,South,137.17,6,0.2,0.7
ORD-305,2023-03-31 20:02:16.868434,CUST-0123,Technology,West,217.59,8,0.1,11.03
ORD-306,2023-11-01 22:15:32.866433,CUST-0009,Office Supplies,South,214.76,13,0.0,18.23
ORD-307,2024-06-17 21:31:36.348174,CUST-0262,Office Supplies,East,216.3,2,0.0,45.02
ORD-308,2023-03-15 18:24:18.729364,CUST-0073,Office Supplies,East,83.04,13,0.1,10.18
ORD-309,2024-03-16 18:36:33.496748,CUST-0223,Technology,North,61.96,3,,103.64
ORD-310,2023-02-14 13:15:16.658329,CUST-0041,Office Supplies,East,594.43,6,0.0,-72.26
ORD-311,2023-05-27 01:45:10.355177,CUST-0204,Office Supplies,West,330.11,10,,93.24
ORD-312,2023-10-07 17:31:00.330165,,Furniture,North,167.9,4,0.0,7.89
ORD-313,2023-04-17 23:57:50.335167,CUST-0178,Furniture,West,203.07,12,0.0,18.67
ORD-314,2023-04-12 21:15:45.472736,CUST-0084,Furniture,East,145.14,2,0.1,29.42
ORD-315,2024-11-10 05:45:03.151575,CUST-0111,Furniture,West,234.55,7,0.1,72.34
ORD-316,2023-11-19 10:56:58.109054,CUST-0251,Office Supplies,West,228.43,4,0.0,-22.82
ORD-317,2024-08-19 08:14:10.025012,CUST-0007,Technology,West,234.61,8,0.0,-9.41
ORD-318,2023-03-13 22:34:59.849924,CUST-0084,Furniture,South,91.02,8,0.3,60.03
ORD-319,2023-12-25 05:51:32.146073,CUST-0208,TECH,North,292.71,7,,-71.89
ORD-320,2024-12-05 19:15:27.463731,CUST-0022,Furniture,West,213.88,10,0.0,27.95
ORD-321,2024-07-14 04:33:44.212106,CUST-0003,Technology,South,227.76,9,0.0,-17.86
ORD-322,2023-10-02 06:03:03.691845,CUST-0127,Technology,East,7.64,4,0.2,-30.49
ORD-323,2023-02-22 05:18:23.951975,CUST-0297,Office Supplies,East,,7,0.1,-68.31
ORD-324,2023-08-11 00:44:39.739869,CUST-0188,Furniture,South,325.72,10,0.0,76.34
ORD-325,2024-03-22 23:36:13.686843,CUST-0014,Technology,West,225.63,10,,39.53
ORD-326,2024-02-23 20:44:46.943471,CUST-0012,Office Supplies,,396.24,12,0.0,-10.34
ORD-327,2023-03-09 22:10:30.315157,CUST-0087,TECH,West,300.92,1,0.1,20.13
ORD-328,2024-05-07 15:09:05.672836,CUST-0012,Office Supplies,South,198.84,4,0.1,-35.57
ORD-329,2023-06-19 01:54:32.236118,CUST-0025,TECH,West,308.95,2,0.1,-2.17
ORD-330,2024-05-16 00:43:56.518259,CUST-0243,Furniture,West,22.99,9,0.0,18.1
ORD-331,2024-10-17 03:18:05.942971,CUST-0122,Technology,West,445.45,5,0.2,33.84
ORD-332,2023-08-29 15:43:40.310155,CUST-0147,Technology,North,86.89,3,,53.52
ORD-333,2023-10-06 15:13:25.002501,CUST-0055,Technology,North,85.3,4,0.1,-78.35
ORD-334,2023-12-15 09:13:14.197098,CUST-0238,Furniture,South,385.45,6,0.1,53.71
ORD-335,2024-12-14 22:22:01.860930,CUST-0173,Technology,East,105.58,10,0.0,-73.53
ORD-336,2023-05-27 19:16:53.906953,CUST-0221,Office Supplies,East,48.33,1,0.3,55.89
ORD-337,2024-05-14 22:26:21.190595,CUST-0119,Technology,West,128.13,7,,17.2
ORD-338,2024-12-26 06:03:46.913456,CUST-0183,Office Supplies,North,1.82,8,0.2,95.49
ORD-339,2024-07-14 04:33:44.212106,CUST-0288,furniture,South,265.52,7,0.1,-10.47
ORD-340,2023-02-23 07:35:59.279639,CUST-0300,Furniture,West,264.64,7,,76.85
ORD-341,2024-03-03 15:05:29.564782,CUST-0082,furniture,North,139.89,9,0.0,-40.04
ORD-342,2023-11-12 03:39:42.591295,CUST-0211,furniture,West,516.4,13,0.1,36.35
ORD-343,2024-09-25 05:26:19.389694,CUST-0150,furniture,North,41.75,4,0.1,-92.28
ORD-344,2024-11-04 00:45:22.961480,CUST-0037,Office Supplies,South,164.11,14,0.1,82.98
ORD-345,2023-06-28 05:01:06.633316,CUST-0059,Office Supplies,East,227.47,7,0.3,133.61
ORD-346,2023-12-05 21:20:48.024012,CUST-0131,TECH,West,88.47,9,0.2,-11.89
ORD-347,2024-12-16 09:25:28.964482,CUST-0202,Furniture,,36.91,5,0.0,37.36
ORD-348,2024-08-30 07:10:03.301650,CUST-0243,Office Supplies,South,234.19,2,0.0,56.63
ORD-349,2023-07-20 20:24:36.738369,CUST-0035,Technology,North,270.24,5,0.0,-63.02
ORD-350,2023-05-04 01:35:48.474237,CUST-0093,Technology,West,47.06,4,0.1,-14.95
ORD-351,2023-11-15 01:46:36.798399,CUST-0207,Furniture,West,49.16,8,0.0,-18.66
ORD-352,2023-08-22 17:12:16.568284,CUST-0213,Technology,West,,5,0.0,174.42
ORD-353,2024-10-20 01:25:00.150075,CUST-0159,furniture,South,398.49,9,0.2,92.75
ORD-354,2024-12-22 14:25:09.154577,CUST-0024,Furniture,North,134.98,9,0.3,16.98
ORD-355,2023-06-22 08:47:18.219109,CUST-0293,TECH,West,526.23,3,,76.74
ORD-356,2024-12-20 01:04:06.723361,CUST-0004,Furniture,East,367.8,13,,42.67
ORD-357,2023-02-24 18:39:26.383191,CUST-0220,Office Supplies,East,811.84,10,0.2,65.58
ORD-358,2024-06-09 03:10:53.726863,CUST-0020,Furniture,East,4229.25,6,0.0,-33.21
ORD-359,2024-04-27 09:44:55.947973,CUST-0152,Furniture,East,385.21,6,0.3,112.4
ORD-360,2024-08-19 17:00:01.800900,CUST-0050,TECH,West,444.9,4,0.0,-16.06
ORD-361,2023-04-06 16:16:05.282641,CUST-0177,Office Supplies,East,57.92,11,0.2,-12.96
ORD-362,2024-10-14 13:57:03.511755,CUST-0096,Office Supplies,East,126.09,13,0.1,65.41
ORD-363,2023-02-22 05:18:23.951975,CUST-0105,Furniture,North,320.91,10,0.3,50.75
ORD-364,2023-05-06 23:42:42.681340,CUST-0250,Office Supplies,East,187.44,3,0.1,31.39
ORD-365,2023-08-16 12:12:36.378189,CUST-0117,Office Supplies,East,135.05,1,0.0,80.38
ORD-366,2024-01-07 00:36:44.302151,CUST-0228,Office Supplies,West,442.45,12,0.1,-39.66
ORD-367,2024-08-05 11:11:22.541270,CUST-0066,Office Supplies,East,90.07,7,0.0,140.66
ORD-368,2023-11-18 08:39:22.781390,CUST-0262,furniture,West,126.84,5,,-0.04
ORD-369,2023-01-01 08:45:51.775887,CUST-0295,Office Supplies,East,275.38,14,0.1,24.7
ORD-370,2023-11-24 04:53:11.195597,CUST-0243,Office Supplies,North,,10,0.1,141.59
ORD-371,2024-04-29 14:20:06.603301,CUST-0186,Office Supplies,South,41.41,7,,-12.57
ORD-372,2023-04-03 09:23:19.299649,CUST-0246,Technology,North,349.99,1,0.1,91.38
ORD-373,2024-09-03 16:20:24.612306,CUST-0125,Office Supplies,West,124.79,8,0.0,17.14
ORD-374,2023-06-15 01:30:02.701350,,Office Supplies,South,194.91,3,0.0,-20.51
ORD-375,2024-01-23 02:14:42.441220,CUST-0131,Office Supplies,North,302.57,7,0.1,6.98
ORD-376,2024-03-08 00:15:50.875437,CUST-0237,TECH,East,,12,0.3,63.98
ORD-377,2024-01-06 07:05:00.750375,CUST-0018,Office Supplies,West,482.51,3,0.2,90.86
ORD-378,2023-01-03 22:06:54.207103,,Technology,South,72.25,14,,43.54
ORD-379,2024-04-03 16:03:50.515257,CUST-0021,Office Supplies,West,88.14,3,0.0,-65.88
ORD-380,2024-02-14 17:38:12.546273,CUST-0225,Furniture,East,167.21,10,0.0,68.13
ORD-381,2024-09-06 05:41:27.043521,CUST-0282,Technology,North,400.34,9,0.0,21.47
ORD-382,2023-10-25 14:58:17.348674,CUST-0008,Office Supplies,South,211.25,13,0.2,-36.15
ORD-383,2023-03-17 14:13:37.608804,CUST-0100,furniture,East,226.22,2,0.0,50.78
ORD-384,2024-02-26 10:05:49.374687,CUST-0240,TECH,West,76.85,14,0.0,98.03
ORD-385,2023-05-28 04:02:45.682841,CUST-0087,furniture,East,179.94,4,0.1,30.4
ORD-386,2023-02-25 03:25:18.159079,CUST-0298,Furniture,North,141.52,6,0.1,85.4
ORD-387,2023-01-20 08:30:44.122061,CUST-0014,Technology,West,94.1,14,0.2,57.74
ORD-388,2024-02-22 09:41:19.839919,CUST-0002,Office Supplies,West,253.32,3,0.1,58.52
ORD-389,2024-09-11 08:23:31.905952,CUST-0293,furniture,South,227.21,12,0.1,11.67
ORD-390,2024-12-10 13:11:40.550275,CUST-0041,Technology,West,385.75,10,0.1,79.12
ORD-391,2023-08-17 23:16:03.481740,CUST-0111,furniture,North,185.61,14,0.3,84.85
ORD-392,2023-08-02 23:55:40.670335,CUST-0014,Office Supplies,West,188.5,10,0.0,77.56
ORD-393,2024-08-24 19:42:06.663331,CUST-0231,Office Supplies,West,280.75,7,0.0,11.17
ORD-394,2024-12-28 01:53:05.792896,CUST-0084,Furniture,North,332.95,7,0.0,89.1
ORD-395,2024-06-10 23:00:12.606303,CUST-0130,Technology,East,431.96,5,0.0,53.18
ORD-396,2024-06-11 16:31:56.158079,CUST-0231,Office Supplies,West,64.72,3,0.3,-28.34
ORD-397,2023-02-07 14:43:52.916458,CUST-0145,Office Supplies,East,157.44,2,0.0,7.11
ORD-398,2024-11-15 17:12:59.789894,CUST-0028,Technology,North,442.85,4,,-1.82
ORD-399,2023-04-03 09:23:19.299649,CUST-0066,Office Supplies,South,201.33,14,0.0,-89.27
ORD-400,2024-04-01 11:28:39.859929,CUST-0163,Furniture,,255.76,13,0.3,90.2
ORD-401,2024-02-19 11:34:25.632816,CUST-0229,Office Supplies,West,79.82,4,0.2,216.07
ORD-402,2023-07-05 21:04:13.926963,CUST-0261,Office Supplies,East,89.25,11,0.1,102.5
ORD-403,2024-06-30 07:30:56.728364,CUST-0164,Office Supplies,West,523.49,8,0.2,39.77
ORD-404,2023-02-05 18:54:34.037018,CUST-0287,Furniture,South,733.75,8,0.0,-0.95
ORD-405,2023-02-25 12:11:09.934967,CUST-0010,Furniture,East,102.68,13,0.1,-25.51
ORD-406,2024-11-19 00:05:45.772886,CUST-0195,Office Supplies,South,128.43,5,0.0,39.04
ORD-407,2023-11-30 09:52:51.385692,CUST-0118,Technology,West,566.36,13,0.1,88.1
ORD-408,2024-12-01 18:50:57.928964,CUST-0270,Furniture,,281.72,6,0.2,-10.47
ORD-409,2023-11-17 06:21:47.453726,CUST-0080,Office Supplies,South,80.57,8,0.0,183.86
ORD-410,2023-05-04 01:35:48.474237,CUST-0093,TECH,South,236.67,1,0.3,-53.04
ORD-411,2024-09-23 09:37:00.510255,CUST-0266,Furniture,West,158.83,5,0.0,43.47
ORD-412,2023-10-27 19:33:28.004002,CUST-0257,Office Supplies,East,284.71,4,0.1,34.22
ORD-413,2024-03-09 02:33:26.203101,CUST-0133,Technology,West,210.0,4,,30.4
ORD-414,2024-09-28 12:19:05.372686,CUST-0276,TECH,West,133.24,11,0.2,-4.13
ORD-415,2023-12-16 02:44:57.748874,CUST-0264,Technology,East,150.06,2,0.1,34.95
ORD-416,2024-09-14 06:30:26.113056,,Technology,West,197.69,10,0.2,3.01
ORD-417,2023-02-28 10:18:04.142071,CUST-0001,furniture,West,35.41,1,,107.27
ORD-418,2024-08-08 09:18:16.748374,CUST-0064,Office Supplies,North,134.02,14,0.0,127.25
ORD-419,2023-10-20 03:30:20.710355,CUST-0284,furniture,North,276.34,6,0.1,6.69
ORD-420,2023-05-25 23:27:35.027513,CUST-0121,Furniture,East,99.69,7,0.1,-68.7
ORD-421,2024-04-19 17:41:48.654327,CUST-0107,TECH,,181.21,5,0.0,49.06
ORD-422,2023-10-25 14:58:17.348674,CUST-0175,Office Supplies,East,120.44,8,0.0,46.9
ORD-423,2024-12-09 02:08:13.446723,CUST-0204,Office Supplies,West,339.3,9,0.0,36.31
ORD-424,2024-07-11 15:12:41.780890,CUST-0165,Office Supplies,West,218.64,11,0.1,61.98
ORD-425,2024-12-01 18:50:57.928964,CUST-0120,Technology,South,153.26,11,0.3,112.89
ORD-426,2024-05-31 17:36:02.881440,CUST-0044,Furniture,East,638.24,2,0.2,79.98
ORD-427,2024-02-27 21:09:16.478239,CUST-0156,furniture,West,183.05,11,0.1,61.89
ORD-428,2024-03-20 19:01:03.031515,CUST-0207,furniture,North,278.29,13,0.0,75.23
ORD-429,2023-05-27 01:45:10.355177,CUST-0108,Furniture,East,331.34,4,0.0,45.09
ORD-430,2023-08-22 08:26:24.792396,CUST-0251,furniture,North,1003.14,11,0.0,-26.73
ORD-431,2024-01-21 15:11:15.337668,CUST-0130,Technology,South,284.16,9,0.1,117.03
ORD-432,2023-09-08 21:07:50.035017,CUST-0293,Technology,,87.58,5,0.0,36.16
ORD-433,2023-06-17 14:51:05.132566,CUST-0020,Office Supplies,East,121.15,3,0.1,-26.76
ORD-434,2023-12-15 09:13:14.197098,CUST-0282,Office Supplies,East,188.96,6,,-37.68
ORD-435,2024-11-27 00:54:44.842421,CUST-0285,Furniture,West,176.97,3,0.2,-25.07
ORD-436,2023-06-21 06:29:42.891445,CUST-0001,Office Supplies,West,76.64,14,0.2,-43.96
ORD-437,2024-05-25 12:36:22.691345,CUST-0119,TECH,East,981.42,5,0.2,70.13
ORD-438,2024-01-17 14:46:45.802901,CUST-0035,Furniture,East,353.08,3,0.0,19.49
ORD-439,2023-10-01 12:31:20.140070,CUST-0198,furniture,South,450.08,6,0.0,76.56
ORD-440,2024-09-10 06:05:56.578289,CUST-0245,Office Supplies,South,724.65,12,0.3,100.17
ORD-441,2023-01-14 12:16:55.707853,CUST-0059,Office Supplies,East,326.01,10,0.2,84.65
ORD-442,2023-03-25 15:02:36.678339,CUST-0161,Technology,West,219.37,5,0.1,68.04
ORD-443,2024-05-21 20:57:44.932466,CUST-0179,furniture,West,525.88,14,0.0,47.25
ORD-444,2023-07-25 05:34:58.049024,CUST-0206,Office Supplies,East,222.87,9,0.1,18.58
ORD-445,2023-06-09 14:02:06.063031,CUST-0012,Office Supplies,North,145.9,3,0.0,22.58
ORD-446,2024-10-18 23:07:24.822411,CUST-0276,Office Supplies,North,19.98,6,0.0,65.06
ORD-447,2024-04-21 22:16:59.309654,CUST-0181,Furniture,South,329.78,8,0.0,-27.68
ORD-448,2023-01-10 11:52:26.173086,CUST-0242,Office Supplies,North,488.45,7,0.1,26.77
ORD-449,2023-03-24 03:59:09.574787,CUST-0216,Office Supplies,North,230.06,6,0.0,-14.57
ORD-450,2024-04-19 17:41:48.654327,CUST-0251,Office Supplies,North,309.01,14,0.0,100.38
ORD-451,2023-10-19 01:12:45.382691,CUST-0299,Technology,West,81.22,2,0.2,73.02
ORD-452,2024-08-18 23:28:18.249124,CUST-0126,Office Supplies,North,78.43,7,0.1,158.25
ORD-453,2023-04-14 08:19:12.576288,CUST-0217,Office Supplies,West,707.25,8,0.1,-15.46
ORD-454,2023-11-17 15:07:39.229614,,Office Supplies,East,200.52,1,0.1,-9.03
ORD-455,2023-12-17 05:02:33.076538,CUST-0185,Technology,East,218.74,9,,33.45
ORD-456,2024-07-03 05:37:50.935467,CUST-0039,furniture,West,,4,0.0,-13.53
ORD-457,2023-06-15 01:30:02.701350,CUST-0223,Office Supplies,South,82.94,8,0.0,62.26
ORD-458,2024-01-08 02:54:19.629814,CUST-0184,Technology,East,301.63,10,0.1,26.94
ORD-459,2024-11-07 07:38:08.944472,CUST-0178,Office Supplies,West,,7,0.0,0.69
ORD-460,2023-10-25 14:58:17.348674,CUST-0294,Office Supplies,West,128.31,14,0.1,95.26
ORD-461,2023-08-29 06:57:48.534267,CUST-0151,Office Supplies,North,454.96,13,0.1,-80.98
ORD-462,2024-07-16 00:23:03.091545,CUST-0126,Office Supplies,East,203.57,10,,62.53
ORD-463,2023-07-19 09:21:09.634817,CUST-0234,Technology,South,145.56,7,0.3,-3.07
ORD-464,2024-03-19 16:43:27.703851,CUST-0008,furniture,South,842.28,2,,79.01
ORD-465,2024-01-27 11:25:03.751875,CUST-0129,Furniture,North,,1,0.0,93.38
ORD-466,2024-07-14 13:19:35.987994,CUST-0264,Technology,North,462.59,4,0.3,-106.58
ORD-467,2023-01-06 20:13:48.414207,CUST-0157,Office Supplies,East,280.63,12,0.0,17.3
ORD-468,2024-03-12 09:26:12.186093,CUST-0005,Furniture,West,221.46,2,0.1,33.49
ORD-469,2024-03-29 22:07:37.428714,CUST-0086,Furniture,South,432.53,8,0.2,-111.47
ORD-470,2023-02-27 08:00:28.814407,CUST-0175,Office Supplies,East,229.47,10,0.0,43.67
ORD-471,2023-06-23 19:50:45.322661,CUST-0290,Furniture,West,21.47,7,0.1,-1.68
ORD-472,2024-01-26 09:07:28.424212,CUST-0193,Furniture,North,66.31,8,0.0,-42.34
ORD-473,2024-05-24 19:04:39.139569,CUST-0119,Office Supplies,East,725.69,11,0.0,-9.03
ORD-474,2023-07-08 19:11:08.134067,CUST-0218,Office Supplies,South,261.56,6,,-19.4
ORD-475,2023-02-05 18:54:34.037018,CUST-0114,Technology,East,184.05,1,0.0,-4.25
ORD-476,2024-11-30 07:47:30.825412,CUST-0145,Office Supplies,South,459.78,14,0.0,41.11
ORD-477,2024-10-07 15:25:39.769884,CUST-0026,TECH,West,116.62,13,0.1,88.87
ORD-478,2024-01-23 02:14:42.441220,CUST-0136,Office Supplies,North,268.22,13,0.3,25.33
ORD-479,2023-04-12 21:15:45.472736,CUST-0232,Technology,West,285.39,12,0.0,96.17
ORD-480,2024-05-16 00:43:56.518259,CUST-0076,furniture,West,149.11,9,0.0,-32.76
ORD-481,2023-07-01 03:08:00.840420,CUST-0289,Technology,South,253.92,6,0.3,39.17
ORD-482,2023-04-20 22:04:44.542271,CUST-0001,Office Supplies,West,96.07,12,0.0,156.4
ORD-483,2023-03-07 17:35:19.659829,CUST-0147,Technology,West,71.71,13,0.0,-65.43
ORD-484,2023-08-10 07:12:56.188094,CUST-0287,Furniture,West,205.92,10,0.2,-67.73
ORD-485,2024-02-14 17:38:12.546273,CUST-0142,Office Supplies,North,350.64,1,0.1,106.8
ORD-486,2023-09-13 06:18:11.345672,CUST-0053,Office Supplies,West,256.88,1,0.3,43.23
ORD-487,2023-12-29 06:16:01.680840,CUST-0069,Office Supplies,South,206.35,8,0.0,-6.09
ORD-488,2024-02-20 22:37:52.736368,CUST-0090,Furniture,West,161.95,6,,-37.78
ORD-489,2023-03-11 09:13:57.418709,CUST-0220,TECH,West,159.27,8,,27.84
ORD-490,2023-04-03 00:37:27.523761,CUST-0192,Technology,North,59.79,8,0.0,38.01
ORD-491,2023-12-24 21:05:40.370185,CUST-0063,Office Supplies,North,496.56,11,0.0,38.31
ORD-492,2023-12-05 12:34:56.248124,CUST-0073,TECH,South,286.81,14,,-38.37
ORD-493,2024-03-08 09:01:42.651325,CUST-0161,Office Supplies,,390.49,8,0.1,9.78
ORD-494,2024-04-12 01:38:41.360680,CUST-0169,TECH,West,248.19,10,0.1,-4.08
ORD-495,2024-05-06 12:51:30.345172,CUST-0089,Office Supplies,East,127.47,7,0.1,68.79
ORD-496,2023-02-16 09:04:35.537768,CUST-0176,Furniture,East,56.16,7,0.2,-34.83
ORD-497,2023-01-07 04:59:40.190095,CUST-0269,Technology,North,204.4,10,0.3,34.56
ORD-498,2024-10-25 04:07:05.012506,CUST-0073,Technology,South,89.53,4,0.0,188.05
ORD-499,2024-10-03 23:47:02.011005,CUST-0245,Technology,East,107.29,9,0.0,-38.92
ORD-500,2023-07-26 07:52:33.376688,,TECH,East,518.82,12,0.3,-14.84
ORD-501,2023-07-27 18:56:00.480240,CUST-0159,Technology,East,461.41,2,0.3,24.37
ORD-502,2024-05-06 12:51:30.345172,CUST-0098,Technology,South,245.21,11,0.1,-146.54
ORD-503,2024-11-23 00:30:15.307653,CUST-0102,furniture,West,,9,,-55.61
ORD-504,2023-09-08 03:36:06.483241,CUST-0132,Technology,West,46.93,10,0.2,48.64
ORD-505,2024-10-24 19:21:13.236618,CUST-0102,Office Supplies,West,31.99,3,0.0,19.46
ORD-506,2023-08-17 05:44:19.929964,CUST-0019,furniture,South,329.24,14,0.3,93.28
ORD-507,2024-04-23 18:06:18.189094,CUST-0082,Furniture,North,342.67,13,0.1,15.71
ORD-508,2024-12-18 22:46:31.395697,CUST-0279,Technology,North,72.12,2,0.0,10.43
ORD-509,2023-11-08 12:01:04.832416,CUST-0129,furniture,East,79.65,13,0.0,-12.17
ORD-510,2024-09-07 16:44:54.147073,CUST-0089,Technology,West,303.95,4,0.2,9.43
ORD-511,2023-12-17 22:34:16.628314,CUST-0213,Technology,North,410.17,5,,-42.7
ORD-512,2024-08-29 22:24:11.525762,CUST-0143,Technology,,389.99,2,0.0,21.15
ORD-513,2023-02-26 05:42:53.486743,CUST-0065,Office Supplies,East,561.82,13,0.0,-28.28
ORD-514,2023-06-28 13:46:58.409204,CUST-0076,furniture,East,763.31,1,0.1,-42.65
ORD-515,2024-05-29 13:00:52.226113,,Furniture,East,142.66,10,0.3,-8.37
ORD-516,2023-10-14 07:16:32.296148,CUST-0143,Furniture,West,69.95,11,0.2,57.07
ORD-517,2024-02-16 13:27:31.425712,CUST-0093,Office Supplies,South,70.85,5,0.1,38.54
ORD-518,2024-12-13 20:04:26.533266,CUST-0224,Office Supplies,East,102.94,9,0.1,70.06
ORD-519,2024-06-01 02:21:54.657328,CUST-0291,Office Supplies,West,240.26,12,0.0,-25.39
ORD-520,2024-10-31 17:52:36.978489,CUST-0102,furniture,West,190.45,12,0.1,29.21
ORD-521,2023-03-31 11:16:25.092546,CUST-0267,Office Supplies,East,128.86,5,0.0,132.11
ORD-522,2024-03-13 20:29:39.289644,CUST-0110,Office Supplies,West,213.31,12,0.3,113.85
ORD-523,2024-01-23 19:46:25.992996,CUST-0265,Furniture,East,120.64,11,0.0,-46.48
ORD-524,2024-07-01 18:34:23.831915,CUST-0003,Office Supplies,West,313.77,10,0.2,-30.5
ORD-525,2024-09-14 15:16:17.888944,CUST-0085,Technology,North,426.39,9,0.0,131.85
ORD-526,2023-10-04 19:24:06.123061,CUST-0282,Furniture,West,,14,0.1,57.09
ORD-527,2023-07-16 02:28:23.651825,CUST-0117,Office Supplies,East,131.87,13,0.0,18.56
ORD-528,2024-11-21 04:40:56.428214,CUST-0221,Furniture,South,283.82,12,0.0,11.86
ORD-529,2024-11-03 07:13:39.409704,CUST-0154,Furniture,North,317.29,10,0.0,43.65
ORD-530,2023-12-02 23:13:53.816908,CUST-0153,Office Supplies,North,224.8,6,0.2,44.4
ORD-531,2023-05-29 15:06:12.786393,CUST-0012,Furniture,East,76.29,3,0.0,-1.99
ORD-532,2023-07-11 08:32:10.565282,CUST-0133,Technology,East,,4,0.2,20.21
ORD-533,2023-10-30 00:08:38.659329,CUST-0293,furniture,East,280.79,4,0.1,-4.09
ORD-534,2024-07-12 08:44:25.332666,CUST-0300,Office Supplies,East,455.76,1,0.1,40.12
ORD-535,2023-11-26 09:28:21.850925,CUST-0228,TECH,West,173.88,3,0.1,-14.25
ORD-536,2024-11-05 20:34:41.840920,CUST-0271,Office Supplies,South,24.34,3,,-46.06
ORD-537,2023-01-13 18:45:12.156078,CUST-0043,Office Supplies,West,400.52,13,0.0,118.52
ORD-538,2023-09-07 18:50:14.707353,CUST-0021,TECH,West,60.19,14,0.0,25.83
ORD-539,2023-01-07 22:31:23.741870,CUST-0107,Furniture,North,232.85,1,,131.82
ORD-540,2023-04-27 20:36:08.284142,CUST-0117,TECH,East,343.82,13,0.0,-85.94
ORD-541,2024-10-18 23:07:24.822411,CUST-0124,Furniture,North,53.44,9,0.3,-56.97
ORD-542,2023-07-06 14:35:57.478739,CUST-0281,Office Supplies,North,335.82,11,0.0,58.01
ORD-543,2023-05-26 16:59:18.579289,CUST-0292,Furniture,South,90.83,1,0.2,25.88
ORD-544,2023-08-27 11:08:29.654827,CUST-0203,Technology,,416.68,9,0.0,-39.46
ORD-545,2023-12-21 14:12:54.387193,CUST-0051,Technology,East,169.42,1,,98.19
ORD-546,2024-11-27 00:54:44.842421,CUST-0271,Technology,West,93.22,2,0.1,-22.19
ORD-547,2023-06-21 15:15:34.667333,CUST-0277,Office Supplies,South,245.27,2,0.0,101.91
ORD-548,2024-03-01 19:16:10.685342,CUST-0141,Office Supplies,South,116.49,14,0.0,25.77
ORD-549,2024-02-12 04:17:10.115057,CUST-0275,Furniture,West,153.43,6,0.0,-34.2
ORD-550,2024-05-17 20:33:15.397698,CUST-0290,Office Supplies,South,426.05,7,0.2,-10.12
ORD-551,2023-11-01 04:43:49.314657,CUST-0052,TECH,East,385.13,11,0.0,112.33
ORD-552,2024-10-27 17:28:07.443721,CUST-0027,Office Supplies,South,118.29,1,0.0,12.14
ORD-553,2023-09-23 02:56:29.294647,CUST-0157,furniture,East,114.19,3,0.1,88.34
